Franklin_Paxinos_Full_name,Franklin_Paxinos_abbreviation,Structural_ID,structure_Order,red,green,blue,Parent_ID,Parent_abbreviation,Allen_Full_name,Allen_abbreviation
Bed nucleus of the stria terminalis_medial division_anterolateral part,STMAL,537,53100,160,190,161,359,STa,Bed nuclei of the stria terminalis_anterior division_anterolateral area,BSTal
Bed nucleus of the stria terminalis_medial division_anterior part,STMA,498,53200,160,190,161,359,STa,Bed nuclei of the stria terminalis_anterior division_anteromedial area,BSTam
none,none,-1,-1,-1,-1,-1,-1,none,Bed nuclei of the stria terminalis_anterior division_dorsomedial nucleus,BSTdm
Bed nuclei of the stria terminalis_fusiform nucleus,Fu,513,53400,160,190,161,359,STa,Bed nuclei of the stria terminalis_anterior division_fusiform nucleus,BSTfu
Bed nucleus of the stria terminalis_lateral division_juxtacapsular part,STLJ,546,53500,160,190,161,359,STa,Bed nuclei of the stria terminalis_anterior division_juxtacapsular nucleus,BSTju
none,none,-1,-1,-1,-1,-1,-1,none,Bed nuclei of the stria terminalis_anterior division_magnocellular nucleus,BSTmg
Bed nucleus of the stria terminalis_lateral division_dorsal part,STLD,554,53700,160,190,161,359,STa,Bed nuclei of the stria terminalis_anterior division_oval nucleus,BSTov
none,none,-1,-1,-1,-1,-1,-1,none,Bed nuclei of the stria terminalis_anterior division_rhomboid nucleus,BSTrh
Bed nucleus of the stria terminalis_medial division_posterolateral part,STMPL,529,53900,160,190,161,359,STa,Bed nuclei of the stria terminalis_anterior division_ventral nucleus,BSTv
Bed nuclei of the stria terminalis_medial division,STm,2359,53910,160,190,161,351,ST,Bed nuclei of the stria terminalis_medial division,BSTm
Bed nucleus of the stria terminalis_medial division_ventral part,STMV,2010,53920,160,190,161,2359,STm,none,none
Bed nucleus of the stria terminalis_medial division_posteromedial part,STMPM,2025,53930,160,190,168,2359,STm,none,none
Bed nuclei of the stria terminalis_posterior division,STp,367,54000,160,190,168,351,ST,Bed nuclei of the stria terminalis_posterior division,BSTp
none,none,-1,-1,-1,-1,-1,-1,none,Bed nuclei of the stria terminalis_posterior division_dorsal nucleus,BSTd
Bed nucleus of the stria terminalis_medial division_anteromedial part,STMAM,578,54200,160,190,168,367,STp,Bed nuclei of the stria terminalis_posterior division_principal nucleus,BSTpr
Bed nucleus of the stria terminalis_medial division_posterointermediate part,STMPI,585,54300,160,190,168,367,STp,Bed nuclei of the stria terminalis_posterior division_interfascicular nucleus,BSTif
none,none,-1,-1,-1,-1,-1,-1,none,Bed nuclei of the stria terminalis_posterior division_transverse nucleus,BSTtr
none,none,-1,-1,-1,-1,-1,-1,none,Bed nuclei of the stria terminalis_posterior division_strial extension,BSTse
Bed nuclei of the stria terminialis_lateral division,STl,2360,54510,160,190,168,351,ST,Bed nuclei of the stria terminialis_lateral division,BSTl
Bed nuclus of the stria terminalis_lateral division_posterior part,STLP,2015,54520,160,190,168,2360,STl,none,none
Bed nucleus of the stria terminalis_lateral division_ventral part ,STLV,2014,54530,160,190,168,2360,STl,none,none
Bed nucleus of the stria terminalis_lateral division_intermediate part,STLI,2022,54540,160,190,168,2360,STl,none,none
Bed nucleus of the stria terminalis_intraamygdaloid,STIA,2049,54550,160,190,168,351,ST,none,none
Bed nucleus of the anterior commissure,BAC,287,54600,160,190,152,809,PALc,Bed nucleus of the anterior commissure,BAC
Cerebellum,CBL,512,54700,240,255,160,8,grey,Cerebellum,CB
Cerebellar cortex,CBX,528,54800,240,240,128,512,CBL,Cerebellar cortex,CBX
Vermal regions,VERM,645,54900,240,242,128,528,CBX,Vermal regions,VERM
Lobule 1 of the cerebellar vermis,1Cb,912,55000,240,242,128,645,VERM,Lingula (I),LING
Lobule 1 of the cerebellar vermis_molecular layer,1Cb-mo,10707,55100,240,242,128,912,1Cb,Lingula (I)_molecular layer,LINGmo
none,none,-1,-1,-1,-1,-1,-1,none,Lingula (I)_Purkinje layer,LINGpu
Lobule 1 of the cerebellar vermis_granular layer,1Cb-gr,10705,55300,227,219,97,912,1Cb,Lingula (I)_granular layer,LINGgr
none,none,-1,-1,-1,-1,-1,-1,none,Central lobule,CENT
Lobule 2 of the cerebellar vermis,2Cb,976,55500,240,242,128,645,VERM,Lobule II,CENT2
Lobule 2 of the cerebellar vermis_molecular layer,2Cb-mo,10710,55600,240,242,128,976,2Cb,Lobule II_molecular layer,CENT2mo
none,none,-1,-1,-1,-1,-1,-1,none,Lobule II_Purkinje layer,CENT2pu
Lobule 2 of the cerebellar vermis_granular layer,2Cb-gr,10708,55800,227,219,97,976,2Cb,Lobule II_granular layer,CENT2gr
Lobule 3 of the cerebellar vermis,3Cb,984,55900,240,242,128,645,VERM,Lobule III,CENT3
Lobule 3 of the cerebellar vermis_molecular layer,3Cb-mo,10713,56000,240,242,128,984,3Cb,Lobule III_molecular layer,CENT3mo
none,none,-1,-1,-1,-1,-1,-1,none,Lobule III_Purkinje layer,CENT3pu
Lobule 3 of the cerebellar vermis_granular layer,3Cb-gr,10711,56200,227,219,97,984,3Cb,Lobule III_granular layer,CENT3gr
Culmen,CUL,928,56300,240,242,128,645,VERM,Culmen,CUL
Lobule 4 of the cerebellar vermis,4Cb,992,56400,240,242,128,928,CUL,Lobule IV,CUL4
none,none,-1,-1,-1,-1,-1,-1,none,Lobule IV_molecular layer,CUL4mo
none,none,-1,-1,-1,-1,-1,-1,none,Lobule IV_Purkinje layer,CUL4pu
none,none,-1,-1,-1,-1,-1,-1,none,Lobule IV_granular layer,CUL4gr
Lobule 5 of the cerebellar vermis,5Cb,1001,56800,240,242,128,928,CUL,Lobule V,CUL5
none,none,-1,-1,-1,-1,-1,-1,none,Lobule V_molecular layer,CUL5mo
none,none,-1,-1,-1,-1,-1,-1,none,Lobule V_Purkinje layer,CUL5pu
none,none,-1,-1,-1,-1,-1,-1,none,Lobule V_granular layer,CUL5gr
Lobules 4 and 5 of the cerebellar vermis,4/5Cb,1091,57200,240,242,128,928,CUL,Lobules IV-V,CUL4_5
Lobules 4 and 5 of the cerebellar vermis_molecular layer,4/5Cb-mo,10722,57300,240,242,128,1091,4/5Cb,Lobules IV-V_molecular layer,CUL4_5mo
none,none,-1,-1,-1,-1,-1,-1,none,Lobules IV-V_Purkinje layer,CUL4_5pu
Lobules 4 and 5 of the cerebellar vermis_granular layer,4/5Cb-gr,10720,57500,227,219,97,1091,4/5Cb,Lobules IV-V_granular layer,CUL4_5gr
Lobule 6 of the cerebellar vermis,6Cb,936,57600,240,242,128,645,VERM,Declive (VI),DEC
Lobule 6 of the cerebellar vermis_molecular layer,6Cb-mo,10725,57700,240,242,128,936,6Cb,Declive (VI)_molecular layer,DECmo
none,none,-1,-1,-1,-1,-1,-1,none,Declive (VI)_Purkinje layer,DECpu
Lobule 6 of the cerebellar vermis_granular layer,6Cb-gr,10723,57900,227,219,97,936,6Cb,Declive (VI)_granular layer,DECgr
Lobule 7 of the cerebellar vermis,7Cb,944,58000,240,242,128,645,VERM,Folium-tuber vermis (VII),FOTU
Lobule 7 of the cerebellar vermis_molecular layer,7Cb-mo,10728,58100,240,242,128,944,7Cb,Folium-tuber vermis (VII)_molecular layer,FOTUmo
none,none,-1,-1,-1,-1,-1,-1,none,Folium-tuber vermis (VII)_Purkinje layer,FOTUpu
Lobule 7 of the cerebellar vermis_granular layer,7Cb-gr,10726,58300,227,219,97,944,7Cb,Folium-tuber vermis (VII)_granular layer,FOTUgr
Lobule 8 of the cerebellar vermis,8Cb,951,58400,240,242,128,645,VERM,Pyramus (VIII),PYR
Lobule 8 of the cerebellar vermis_molecular layer,8Cb-mo,10731,58500,240,242,128,951,8Cb,Pyramus (VIII)_molecular layer,PYRmo
none,none,-1,-1,-1,-1,-1,-1,none,Pyramus (VIII)_Purkinje layer,PYRpu
Lobule 8 of the cerebellar vermis_granular layer,8Cb-gr,10729,58700,227,219,97,951,8Cb,Pyramus (VIII)_granular layer,PYRgr
Lobule 9 of the cerebellar vermis,9Cb,957,58800,240,242,128,645,VERM,Uvula (IX),UVU
Lobule 9 of the cerebellar vermis_molecular layer,9Cb-mo,10734,58900,240,242,128,957,9Cb,Uvula (IX)_molecular layer,UVUmo
none,none,-1,-1,-1,-1,-1,-1,none,Uvula (IX)_Purkinje layer,UVUpu
Lobule 9 of the cerebellar vermis,9Cb-gr,10732,59100,227,219,97,957,9Cb,Uvula (IX)_granular layer,UVUgr
Lobule 10 of the cerebellar vermis,10Cb,968,59200,240,242,128,645,VERM,Nodulus (X),NOD
Lobule 10 of the cerebellar vermis_molecular layer,10Cb-mo,10737,59300,240,242,128,968,10Cb,Nodulus (X)_molecular layer,NODmo
none,none,-1,-1,-1,-1,-1,-1,none,Nodulus (X)_Purkinje layer,NODpu
Lobule 10 of the cerebellar vermis_granular layer,10Cb-gr,10735,59500,227,219,97,968,10Cb,Nodulus (X)_granular layer,NODgr
Hemispheric regions,HEM,1073,59600,240,241,128,528,CBX,Hemispheric regions,HEM
Simple lobule,Sim,1007,59700,240,241,128,1073,HEM,Simple lobule,SIM
Simple lobule_molecular layer,Sim-mo,10674,59800,240,241,128,1007,Sim,Simple lobule_molecular layer,SIMmo
none,none,-1,-1,-1,-1,-1,-1,none,Simple lobule_Purkinje layer,SIMpu
Simple lobule_granular layer,Sim-gr,10672,60000,227,219,97,1007,Sim,Simple lobule_granular layer,SIMgr
none,none,-1,-1,-1,-1,-1,-1,none,Ansiform lobule,AN
Crus 1 of the ansiform lobule,Crus1,1056,60200,240,241,128,1073,HEM,Crus 1,ANcr1
Crus 1 of the ansiform lobule_molecular layer,Crus1-mo,10677,60300,240,241,128,1056,Crus1,Crus 1_molecular layer,ANcr1mo
none,none,-1,-1,-1,-1,-1,-1,none,Crus 1_Purkinje layer,ANcr1pu
Crus 1 of the ansiform lobule_granular layer,Crus1-gr,10675,60500,227,219,97,1056,Crus1,Crus 1_granular layer,ANcr1gr
Crus 2 of the ansiform lobule,Crus2,1064,60600,240,241,128,1073,HEM,Crus 2,ANcr2
Crus 2 of the ansiform lobule_molecular layer,Crus2-mo,10680,60700,240,241,128,1064,Crus2,Crus 2_molecular layer,ANcr2mo
none,none,-1,-1,-1,-1,-1,-1,none,Crus 2_Purkinje layer,ANcr2pu
Crus 2 of the ansiform lobule_granular layer,Crus2-gr,10678,60900,227,219,97,1064,Crus2,Crus 2_granular layer,ANcr2gr
Paramedian lobule,PM,1025,61000,240,241,128,1073,HEM,Paramedian lobule,PRM
Paramedian lobule_molecular layer,PM-mo,10683,61100,240,241,128,1025,PM,Paramedian lobule_molecular layer,PRMmo
none,none,-1,-1,-1,-1,-1,-1,none,Paramedian lobule_Purkinje layer,PRMpu
Paramedian lobule_granular layer,PM-gr,10681,61300,227,219,97,1025,PM,Paramedian lobule_granular layer,PRMgr
Copula of the pyramis,Cop,1033,61400,240,241,128,1073,HEM,Copula pyramidis,COPY
Copula of the pyramis_molecular layer,Cop-mo,10686,61500,240,241,128,1033,Cop,Copula pyramidis_molecular layer,COPYmo
none,none,-1,-1,-1,-1,-1,-1,none,Copula pyramidis_Purkinje layer,COPYpu
Copula of the pyramis_granular layer,Cop-gr,10684,61700,227,219,97,1033,Cop,Copula pyramidis_granular layer,COPYgr
Paraflocculus,PFl,1041,61800,240,241,128,1073,HEM,Paraflocculus,PFL
Paraflocculus_molecular layer,PFl-mo,10689,61900,240,241,128,1041,PFl,Paraflocculus_molecular layer,PFLmo
none,none,-1,-1,-1,-1,-1,-1,none,Paraflocculus_Purkinje layer,PFLpu
Paraflocculus_granular layer,PFl-gr,10687,62100,227,219,97,1041,PFl,Paraflocculus_granular layer,PFLgr
Flocculus,Fl,1049,62200,240,241,128,1073,HEM,Flocculus,FL
Flocculus_molecular layer,Fl-mo,10692,62300,240,241,128,1049,Fl,Flocculus_molecular layer,FLmo
none,none,-1,-1,-1,-1,-1,-1,none,Flocculus_Purkinje layer,FLpu
Flocculus_granular layer,Fl-gr,10690,62500,227,219,97,1049,Fl,Flocculus_granular layer,FLgr
none,none,-1,-1,-1,-1,-1,-1,none,Cerebellar cortex_molecular layer,CBXmo
none,none,-1,-1,-1,-1,-1,-1,none,Cerebellar cortex_Purkinje layer,CBXpu
none,none,-1,-1,-1,-1,-1,-1,none,Cerebellar cortex_granular layer,CBXgr
Cerebellar nuclei,CBN,519,62900,240,240,144,512,CBL,Cerebellar nuclei,CBN
Medial cerebellar nucleus,Med,989,63000,240,240,82,519,CBN,Fastigial nucleus,FN
Medial cerebellar nucleus_dorsolateral protuberance,MedDL,2244,63010,240,240,82,989,Med,none,none
Medial cerebellar nucleus_lateral part,MedL,2245,63020,240,240,82,989,Med,none,none
Interposed cerebellar nucleus,Int,91,63100,240,240,82,519,CBN,Interposed nucleus,IP
Interposed cerebellar nucleus_anterior part,IntA,2239,63110,240,240,82,91,Int,none,none
Interposed cerebellar nucleus_dorsolateral hump,IntDL,2240,63120,240,240,82,91,Int,none,none
Interposed cerebellar nucleus_posterior part,IntP,2241,63130,240,240,82,91,Int,none,none
Interposed cerebellar nucleus_posterior parvicellular,IntPPC,2242,63140,240,240,82,91,Int,none,none
Dentate nucleus ,DN,2281,63200,240,240,82,519,CBN,none,none
Lateral (dentate) cerebellar nucleus,Lat,846,63210,240,240,82,2281,DN,none,none
Lateral cerebellar nucleus_parvicellular part,LatPC,2247,63220,240,240,82,2281,DN,none,none
Brain stem,BS,343,63300,144,96,128,8,grey,Brain stem,BS
Interbrain,IB,1129,63400,255,95,95,343,BS,Interbrain,IB
Thalamus,TH,549,63500,255,112,128,1129,IB,Thalamus,TH
Periventricular gray ,PVG,2414,63510,255,112,128,549,TH,Periventricular gray ,PVG
Thalamus_sensory-motor cortex related,DORsm,864,63600,255,128,176,549,TH,Thalamus_sensory-motor cortex related,DORsm
Ethmoid thalamic nucleus,Eth,2115,63610,255,131,130,864,DORsm,none,none
Retroethmoid nucleus,REth,2116,63620,255,131,130,864,DORsm,none,none
Scaphoid thalamic nucleus,Sc,2117,63630,255,131,130,864,DORsm,none,none
Posterior intralaminar thalamic nucleus,PIL,2120,63640,255,108,144,864,DORsm,none,none
Ventral group thalamic nucleus,VENT,637,63700,255,108,160,864,DORsm,Ventral group of the dorsal thalamus,VENT
Ventrolateral thalamic nucleus,VL,629,63800,255,108,161,637,VENT,Ventral anterior-lateral complex of the thalamus,VAL
Ventral anterior thalamic nucleus,VA,2316,63810,255,108,161,637,VENT,none,none
Ventromedial thalamic nucleus,VM,685,63900,255,108,162,637,VENT,Ventral medial nucleus of the thalamus,VM
Ventral posterior thalamic nucleus,VP,709,64000,255,108,144,637,VENT,Ventral posterior complex of the thalamus,VP
Ventral posterolateral thalamic nucleus,VPL,718,64100,255,108,145,709,VP,Ventral posterolateral nucleus of the thalamus,VPL
Ventral posteromedial thalamic nucleus,VPM,733,64200,255,108,147,709,VP,Ventral posteromedial nucleus of the thalamus,VPM
Ventral posteromedial nucleus of the thalamus_dorsal part,VPMd,2362,64210,255,108,147,733,VPM,Ventral posteromedial nucleus of the thalamus_dorsal part,VPMd
Ventral posteromedial nucleus of the thalamus_ventral part,VPMv,2363,64220,255,108,147,733,VPM,Ventral posteromedial nucleus of the thalamus_ventral part,VPMv
Ventral posterior nucleus of the thalamus_parvicellular,VPPC,2361,64230,255,108,147,709,VP,none,none
none,none,-1,-1,-1,-1,-1,-1,none,Ventral posterolateral nucleus of the thalamus_parvicellular part,VPLpc
none,none,-1,-1,-1,-1,-1,-1,none,Ventral posteromedial nucleus of the thalamus_parvicellular part,VPMpc
Subparafascicular thalamic nucleus,SPF,406,64500,255,112,165,864,DORsm,Subparafascicular nucleus,SPF
none,none,-1,-1,-1,-1,-1,-1,none,Subparafascicular nucleus_magnocellular part,SPFm
Subparafascicular thalamic nucleus_parvicellular part,SPFPC,422,64700,255,110,165,406,SPF,Subparafascicular nucleus_parvicellular part,SPFp
none,none,-1,-1,-1,-1,-1,-1,none,Subparafascicular area,SPA
Peripeduncular nucleus,PP,1044,64900,255,112,163,864,DORsm,Peripeduncular nucleus,PP
Subbrachial nucleus,SubB,2158,64910,255,112,160,864,DORsm,none,none
Geniculate group of the thalamus,GENd,1008,65000,255,112,160,864,DORsm,Geniculate group_dorsal thalamus,GENd
Medial geniculate nucleus,MG,475,65100,255,112,162,1008,GENd,Medial geniculate complex,MG
Medial geniculate nucleus_dorsal part,MGD,1072,65200,255,112,162,475,MG,Medial geniculate complex_dorsal part,MGd
Medial geniculate nucleus_ventral part,MGV,1079,65300,255,112,162,475,MG,Medial geniculate complex_ventral part,MGv
Medial geniculate nucleus_medial part,MGM,1088,65400,255,112,162,475,MG,Medial geniculate complex_medial part,MGm
Marginal zone of the medial geniculate,MZMG,2126,65410,255,112,162,475,MG,none,none
Dorsal lateral geniculate nucleus,DLG,170,65500,255,112,161,1008,GENd,Dorsal part of the lateral geniculate complex,LGd
Thalamus_polymodal association cortex related,DORpm,856,65600,255,136,176,549,TH,Thalamus_polymodal association cortex related,DORpm
Lateral group of the dorsal thalamus,LAT,138,65700,255,130,130,856,DORpm,Lateral group of the dorsal thalamus,LAT
Lateral posterior thalamic nucleus,LP,218,65800,255,135,130,138,LAT,Lateral posterior nucleus of the thalamus,LP
Lateral posterior thalamic nucleus_mediorostral part,LPMR,2069,65810,255,135,130,218,LP,none,none
Lateral posterior thalamic nucleus_mediocaudal part,LPMC,2070,65820,255,135,130,218,LP,none,none
Lateral posterior thalamic nucleus_laterorostral part,LPLR,2071,65830,255,135,130,218,LP,none,none
Lateral posterior thalamic nucleus_laterocaudal part,LPLC,2127,65840,255,135,130,218,LP,none,none
Intramedullary thalamic area,IMA,2094,65850,255,135,130,138,LAT,none,none
Posterior thalamic nuclear group,Po,1020,65900,255,134,130,138,LAT,Posterior complex of the thalamus,PO
Angular thalamic nucleus,Ang,2055,65910,255,134,130,1020,Po,none,none
Posterior thalamic nuclear group_triangular part,PoT,2128,65920,255,134,130,1020,Po,none,none
Posterior limitans thalamic nucleus,PLi,1029,66000,255,133,130,138,LAT,Posterior limiting nucleus of the thalamus,POL
Suprageniculate thalamic nucleus,SG,325,66100,255,131,130,138,LAT,Suprageniculate nucleus,SGN
Anterior group of the dorsal thalamus,ATN,239,66200,255,136,136,856,DORpm,Anterior group of the dorsal thalamus,ATN
Anteroventral thalamic nucleus,AV,255,66300,255,136,133,239,ATN,Anteroventral nucleus of thalamus,AV
Anteroventral thalamic nucleus_ventrolateral part,AVVL,2035,66310,255,136,133,255,AV,none,none
Anterovent thalamic nucleus_dorsomedial part,AVDM,2036,66320,255,136,133,255,AV,none,none
Anteromedial thalamic nucleus,AM,1096,66400,255,136,134,239,ATN,Anteromedial nucleus,AM
none,none,-1,-1,-1,-1,-1,-1,none,Anteromedial nucleus_dorsal part,AMd
Anteromedial thalamic nucleus_ventral part,AMV,1104,66600,255,136,134,1096,AM,Anteromedial nucleus_ventral part,AMv
Anterodorsal thalamic nucleus,AD,64,66700,255,136,135,239,ATN,Anterodorsal nucleus,AD
Interanteromedial thalamic nucleus,IAM,1120,66800,255,136,129,239,ATN,Interanteromedial nucleus of the thalamus,IAM
Interanterodorsal thalamic nucleus,IAD,1113,66900,255,144,159,239,ATN,Interanterodorsal nucleus of the thalamus,IAD
Lateral dorsal nucleus of thalamus,LD,2282,67000,255,136,128,239,ATN,none,none
Laterodorsal thalamic nucleus_ventrolateral part,LDVL,155,67010,255,136,128,2282,LD,none,none
Laterodorsal thalamic nucleus_dorsomedial part,LDDM,2046,67020,255,136,128,2282,LD,none,none
Medial group of the dorsal thalamus,MED,444,67100,255,144,176,856,DORpm,Medial group of the dorsal thalamus,MED
Intermediodorsal thalamic nucleus,IMD,59,67200,255,144,164,444,MED,Intermediodorsal nucleus of the thalamus,IMD
Posteromedian thalamic nucleus,PoMn,2091,67210,255,144,164,444,MED,none,none
Mediodorsal thalamic nucleus,MD,362,67300,255,144,163,444,MED,Mediodorsal nucleus of thalamus,MD
Mediodorsal thalamic nucleus_central part,MDC,617,67400,255,144,163,362,MD,Mediodorsal nucleus of the thalamus_central part,MDc
Mediodorsal thalamic nucleus_lateral part ,MDL,626,67500,255,144,163,362,MD,Mediodorsal nucleus of the thalamus_lateral part,MDl
Mediodorsal thalamic nucleus_medial part,MDM,636,67600,255,144,163,362,MD,Mediodorsal nucleus of the thalamus_medial part,MDm
Submedius thalamic nucleus,Sub,366,67700,255,144,161,444,MED,Submedial nucleus of the thalamus,SMT
Submedius thalamic nucleus_dorsal part,SubD,2377,67710,255,144,161,366,Sub,none,none
Submedius thalamic nucleus_ventral part,SubV,2378,67720,255,144,161,366,Sub,none,none
none,none,-1,-1,-1,-1,-1,-1,none,Perireunensis nucleus,PR
Midline group of the dorsal thalamus,MTN,571,67900,255,134,134,856,DORpm,Midline group of the dorsal thalamus,MTN
Paraventricular nucleus of the thalamus,PVT,149,68000,255,133,133,571,MTN,Paraventricular nucleus of the thalamus,PVT
Paraventricular thalamic nucleus_anterior part,PV,2089,68010,255,133,133,149,PVT,none,none
Paraventricular thalamic nucleus_posterior part,PVP,2090,68020,255,133,133,149,PVT,none,none
Parataenial thalamic nucleus,PT,15,68100,255,133,134,571,MTN,Parataenial nucleus,PT
Xiphoid thalamic nucleus,Xi,2038,68110,255,133,134,15,PT,none,none
Paraxiphoid nucleus of thalamus,PaXi,2039,68120,255,133,134,2038,Xi,none,none
Accessory neuosecretory nuclei,ANS,2032,68130,255,133,134,571,MTN,none,none
Reuniens area,RE,181,68200,255,133,132,571,MTN,Nucleus of reunions,RE
Reuniens thalamic nucleus,Re,2092,68210,255,133,132,181,RE,none,none
Retrouniens area,RRe,2093,68220,255,133,132,181,RE,none,none
Ventral reuniens thalamic nucleus,VRe ,2037,68230,255,133,132,181,RE,none,none
Intralaminar nuclei of the dorsal thalamus,ILM,51,68300,255,136,132,856,DORpm,Intralaminar nuclei of the dorsal thalamus,ILM
Rhomboid thalamic nucleus,Rh,189,68400,255,128,132,51,ILM,Rhomboid nucleus,RH
Central medial thalamic nucleus,CM,599,68500,255,134,132,51,ILM,Central medial nucleus of the thalamus,CM
Paracentral thalamic nucleus,PC,907,68600,255,132,132,51,ILM,Paracentral nucleus,PCN
Oval paracentral thalamic nucleus,OPC,2064,68610,255,132,132,907,PC,none,none
Centrolateral thalamic nucleus,CL,575,68700,255,135,132,51,ILM,Central lateral nucleus of the thalamus,CL
Parafascicular thalamic nucleus,PaF,930,68800,255,130,132,51,ILM,Parafascicular nucleus,PF
Reticular nucleus (prethalamus),Rt,262,68900,255,128,128,856,DORpm,Reticular nucleus of the thalamus,RT
Geniculate group_ventral thalamus,GENv,1014,69000,255,135,133,856,DORpm,Geniculate group_ventral thalamus,GENv
Intergeniculate leaflet,IGL,27,69100,255,135,134,1014,GENv,Intergeniculate leaflet of the lateral geniculate complex,IGL
Pregeniculate nucleus of the prethalamus,PrG,178,69200,255,135,135,1014,GENv,Ventral part of the lateral geniculate complex,LGv
Pregeniculate nucleus_magnocellular part,PrGMC,2072,69210,255,135,135,178,PrG,none,none
Pregeniculate nucleus_parvicellular part,PrGPC,2073,69220,255,135,135,178,PrG,none,none
none,none,-1,-1,-1,-1,-1,-1,none,Ventral part of the lateral geniculate complex_lateral zone,LGvl
none,none,-1,-1,-1,-1,-1,-1,none,Ventral part of the lateral geniculate complex_medial zone,LGvm
Subgeniculate nucleus of the prethalamus,SubG,321,69500,255,135,133,1014,GENv,Subgeniculate nucleus,SubG
Epithalamus,EPI,958,69600,255,136,144,856,DORpm,Epithalamus,EPI
Medial habenular nucleus,MHb,483,69700,255,134,144,958,EPI,Medial habenula,MH
Lateral habenular nucleus,LHb,186,69800,255,135,144,958,EPI,Lateral habenula,LH
Lateral habenular nucleus_medial part,LHbM,2058,69810,255,135,144,186,LHb,none,none
Lateral habenular nucleus_lateral part,LHbL,2059,69820,255,135,144,186,LHb,none,none
Pineal gland,Pi,953,69900,255,132,144,958,EPI,Pineal body,PIN
Hypothalamus,HY,1097,70000,255,105,110,1129,IB,Hypothalamus,HY
Periventricular zone,PVZ,157,70100,255,76,80,1097,HY,Periventricular zone,PVZ
Supraoptic nucleus,SO,390,70200,255,76,60,157,PVZ,Supraoptic nucleus,SO
Supraoptic nucleus_retrochiasmatic part,SOR,2051,70210,255,76,60,390,SO,none,none
Episupraoptic nucleus,ESO,2034,70220,255,76,60,390,SO,none,none
Accessory supraoptic group,ASO,332,70300,255,76,62,157,PVZ,Accessory supraoptic group,ASO
Circulur nucleus,Cir,432,70400,255,76,62,332,ASO,Nucleus circularis,NC
Paraventricular thalamic nucleus_anterior part,PVA,38,70500,255,76,77,157,PVZ,Paraventricular hypothalamic nucleus,PVH
Paraventricular hypothalamic nucleus_magnocellular division,PVAm,71,70600,255,76,76,38,PVA,Paraventricular hypothalamic nucleus_magnocellular division,PVHm
none,none,-1,-1,-1,-1,-1,-1,none,Paraventricular hypothalamic nucleus_magnocellular division_anterior magnocellular part,PVHam
Paraventricular hypothalamic nucleus_medial magnocellular part,PaMM,79,70800,255,76,74,71,PVAm,Paraventricular hypothalamic nucleus_magnocellular division_medial magnocellular part,PVHmm
none,none,-1,-1,-1,-1,-1,-1,none,Paraventricular hypothalamic nucleus_magnocellular division_posterior magnocellular part,PVHpm
Paraventricular hypothalamic nucleus_lateral magnocellular part,PaLM,652,71000,255,76,73,71,PVAm,Paraventricular hypothalamic nucleus_magnocellular division_posterior magnocellular part_lateral zone,PVHpml
Paraventricular hypothalamic nucleus_posterior part,PaPo,660,71100,255,76,73,71,PVAm,Paraventricular hypothalamic nucleus_magnocellular division_posterior magnocellular part_medial zone,PVHpmm
Paraventricular hypothalamic nucleus_parvicellular division,PVAp,94,71200,255,76,72,38,PVA,Paraventricular hypothalamic nucleus_parvicellular division,PVHp
Paraventricular hypothalamic nucleus_anterior parivcellular part,PaAP,55,71300,255,76,69,94,PVAp,Paraventricular hypothalamic nucleus_parvicellular division_anterior parvicellular part,PVHap
Anterior perifornical nucleus,APF,2026,71310,255,76,69,55,PaAP,none,none
Paraventricular hypothalamic nucleus_medial parvicellular part,PaMP,87,71400,255,76,71,94,PVAp,Paraventricular hypothalamic nucleus_parvicellular division_medial parvicellular part_dorsal zone,PVHmpd
none,none,-1,-1,-1,-1,-1,-1,none,Paraventricular hypothalamic nucleus_parvicellular division_periventricular part,PVHpv
Paraventricular hypothalamic nucleus_ventral part,PaV,30,71600,255,76,78,157,PVZ,Periventricular hypothalamic nucleus_anterior part,PVa
none,none,-1,-1,-1,-1,-1,-1,none,Periventricular hypothalamic nucleus_intermediate part,PVi
Arcuate hypothalamic nucleus,Arc,223,71800,255,76,79,157,PVZ,Arcuate hypothalamic nucleus,ARH
Arcuate hypothalamic nucleus_dorsal part,ArcD,2061,71810,255,76,79,223,Arc,none,none
Arcuate hypothalamic nucleus_lateral part,ArcL,2062,71820,255,76,79,223,Arc,none,none
Arcuate hypothalamic nucleus_lateroposterior part,ArcLP,2104,71830,255,76,79,223,Arc,none,none
Arcuate hypothalamic nucleus_medial part,ArcM,2095,71840,255,76,79,223,Arc,none,none
Arcuate hypothalamic nucleus_medial posterior part,ArcMP,2103,71850,255,76,79,223,Arc,none,none
Periventricular region,PVR,141,71900,255,77,80,1097,HY,Periventricular region,PVR
none,none,-1,-1,-1,-1,-1,-1,none,Anterodorsal preoptic nucleus,ADP
none,none,-1,-1,-1,-1,-1,-1,none,Anterior hypothalamic area,AHA
none,none,-1,-1,-1,-1,-1,-1,none,Anteroventral preoptic nucleus,AVP
Anteroventral periventricular nucleus,AVPe,272,72300,255,77,84,141,PVR,Anteroventral periventricular nucleus,AVPV
Dorsomedial hypothalamic nucleus,DM,830,72400,255,77,85,141,PVR,Dorsomedial nucleus of the hypothalamus,DMH
